mode,track,kind,level,key,n_parcels,av_base,pred_total,pred_land,pred_imps,share_report,share_model,run,scenario,act_total,act_land,act_imps,act_prev,act_n,nbhds,area_name,err_total,err_land,err_imps,miss_usd,n_parcels_all,av_base_all,coverage_ratio,coverage_basis,count_ratio,coverage_flag,cell_type,cell_label,actual_scope,mode_lab,pred_total_baseline,pred_total_optimistic,pred_total_pessimistic,pred_total_min,pred_total_max,scen_inverted,spec_root,tiny,in_summary,is_primary
model_rows,res,geo,area,81,22,16577300,-0.06497544232173,-0.018000000000001,-1,0,1,anchored,baseline,-0.018,,,1077000,,,,-0.04697544232173,,,-778726.000000015,5139,5211032717.86011,0.941519846297102,panel mean AV / report mean AV,,FALSE,Residential area,Res 81,area report,Model-sourced parcels (anchored run),-0.06497544232173,,,-0.06497544232173,-0.06497544232173,,,TRUE,FALSE,TRUE
model_rows,res,geo,area,46,20,55305000,-0.0242636289666393,0.0200000000000002,-1,0,1,anchored,baseline,0.02,,,2050300,,,,-0.0442636289666393,,,-2447999.99999998,4641,9373968666.44584,0.985132206250239,panel mean AV / report mean AV,,FALSE,Residential area,Res 46,area report,Model-sourced parcels (anchored run),-0.0242636289666393,0.0334427756632241,0.0276893899317052,-0.0242636289666393,0.0334427756632241,FALSE,,FALSE,TRUE,TRUE
model_rows,condo,condo,condo_area,700_08,9150,3919510601,0.0427424864847581,0.0644092158699998,0.030230325883422,0,1,anchored,baseline,-0.024,0.036,-0.052,500400,13811,"90,95,100,105,110,115,120,125,130,135,140,145,150,155,405,410,415,420",Northwest King County,0.0667424864847581,0.0284092158699998,0.082230325883422,261597883.314109,9150,3919510601,0.856038797595803,panel mean AV / report mean AV,0.662515386286294,FALSE,Condo area,Condo Northwest King County,area report,Model-sourced parcels (anchored run),0.0427424864847581,0.0414079822029412,0.0414079822029412,0.0414079822029412,0.0427424864847581,FALSE,,FALSE,TRUE,TRUE
model_rows,condo,condo,condo_area,700_03,6860,3460942000,0.0460901438879016,0.072275374328443,0.0302523433414912,0,1,anchored,baseline,-0.028,-0.053,-0.013,554700,6787,"15,20,45,50,55,60,75,80",Queen Anne / Magnolia,0.0740901438879016,0.125275374328443,0.0432523433414912,256421690.767682,6860,3460942000,0.909519552238728,panel mean AV / report mean AV,1.01075585678503,FALSE,Condo area,Condo Queen Anne / Magnolia,area report,Model-sourced parcels (anchored run),0.0460901438879016,0.0441678997540693,0.0441678997540693,0.0441678997540693,0.0460901438879016,FALSE,,FALSE,TRUE,TRUE
model_rows,condo,condo,condo_area,700_02,7077,4632404002,0.0379470268229569,0.0660821135226326,0.0303367356547795,0,1,anchored,baseline,-0.037,-0.443,0.051,706200,9090,"5,10,25,30",Downtown Seattle,0.0749470268229569,0.509082113522633,-0.0206632643452205,347184906.992667,7077,4632404002,0.92689282279759,panel mean AV / report mean AV,0.778547854785479,FALSE,Condo area,Condo Downtown Seattle,area report,Model-sourced parcels (anchored run),0.0379470268229569,0.0374108311178594,0.0374108311178594,0.0374108311178594,0.0379470268229569,FALSE,,FALSE,TRUE,TRUE
model_rows,condo,condo,condo_area,700_01,7475,3636717600,0.0426714620359148,0.0652783068275713,0.0302424934503738,0,1,anchored,baseline,-0.057,-0.031,-0.07,540600,8015,"35,40,65,70,85",Capitol Hill,0.0996714620359148,0.0962783068275713,0.100242493450374,362476960.203743,7475,3636717600,0.899958203259849,panel mean AV / report mean AV,0.932626325639426,FALSE,Condo area,Condo Capitol Hill,area report,Model-sourced parcels (anchored run),0.0426714620359148,0.0406033269772705,0.0406033269772705,0.0406033269772705,0.0426714620359148,FALSE,,FALSE,TRUE,TRUE
model_rows,condo,condo,condo_area,700_07,3981,2015684500,0.0425558907249561,0.0660825906299609,0.0317860886562624,0,1,anchored,baseline,-0.065,0.001,-0.089,535600,6234,"160,165,170,175,185,190,195,200,205,210,215,220,225,230,235,475",South Seattle,0.107555890724956,0.0650825906299609,0.120786088656262,216798741.817988,3981,2015684500,0.945343865437002,panel mean AV / report mean AV,0.638594802694899,FALSE,Condo area,Condo South Seattle,area report,Model-sourced parcels (anchored run),0.0425558907249561,0.0393215647874516,0.0393215647874516,0.0393215647874516,0.0425558907249561,FALSE,,FALSE,TRUE,TRUE
model_rows,com,geo,area,17,1,2351800,0.0237113359979591,0.00240000000000018,,0,1,anchored,baseline,0.0024,,,9003474699,,,,0.0213113359979591,,,50120.0000000001,927,2826346400,0.3139172924331,panel matched AV / report total AV,,TRUE,Commercial area,Com 17,area report,Model-sourced parcels (anchored run),0.0237113359979591,0.0284053794147756,0.0174081278183105,0.0174081278183105,0.0284053794147756,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,45,9,6404600,0.0578489210879676,0.0283999999999998,,0,1,anchored,baseline,0.0284,,,3966422800,,,,0.0294489210879676,,,188608.559999997,626,965150600,0.243330237008521,panel matched AV / report total AV,,TRUE,Commercial area,Com 45,area report,Model-sourced parcels (anchored run),0.0578489210879676,0.0341002526842216,0.0317000967991956,0.0317000967991956,0.0578489210879676,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,14,2,2273300,0.105192301939911,0.0747,,0,1,anchored,baseline,0.0747,,,5242027652,,,,0.0304923019399112,,,69318.1500000002,433,1001619400,0.191074802823264,panel matched AV / report total AV,,TRUE,Commercial area,Com 14,area report,Model-sourced parcels (anchored run),0.105192301939911,0.0944305896092354,0.0863751827578787,0.0863751827578787,0.105192301939911,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,19,10,8972600,0.0470401670084486,0.000900000000000567,,0,1,anchored,baseline,0.0009,,,4623849400,,,,0.0461401670084486,,,413997.262500006,1084,2493900600,0.539355931445345,panel matched AV / report total AV,,TRUE,Commercial area,Com 19,area report,Model-sourced parcels (anchored run),0.0470401670084486,0.0294094430397398,0.0174718615742977,0.0174718615742977,0.0470401670084486,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,36,14,13076600,0.194582261444106,0.0319999999999996,,0,1,anchored,baseline,0.032,,,5670339032,,,,0.162582261444106,,,2126023.2,686,1492047956,0.26313205393536,panel matched AV / report total AV,,TRUE,Commercial area,Com 36,area report,Model-sourced parcels (anchored run),0.194582261444106,0.0703463009860859,0.0558938611275028,0.0558938611275028,0.194582261444106,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,35,9,56811500,0.24313623069273,-0.0180999999999999,,0,1,anchored,baseline,-0.0181,,,10398097170,,,,0.26123623069273,,,14841222.12,979,4021932200,0.386795019727634,panel matched AV / report total AV,,TRUE,Commercial area,Com 35,area report,Model-sourced parcels (anchored run),0.24313623069273,0.0270481717447011,0.00795574490955242,0.00795574490955242,0.24313623069273,FALSE,,FALSE,TRUE,TRUE
model_rows,com,geo,area,40,6,8381900,0.266443199036019,-0.00629999999999964,,0,1,anchored,baseline,-0.0063,,,4022072308,,,,0.272743199036019,,,2286106.22,778,1463941241,0.36397685792177,panel matched AV / report total AV,,TRUE,Commercial area,Com 40,area report,Model-sourced parcels (anchored run),0.266443199036019,0.0368735684832882,0.0198906492363062,0.0198906492363062,0.266443199036019,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,25,3,3477800,0.49347601932256,-0.0529999999999999,,0,1,anchored,baseline,-0.053,,,9852249530,,,,0.54647601932256,,,1900534.3,713,2715314930,0.275603548380692,panel matched AV / report total AV,,TRUE,Commercial area,Com 25,area report,Model-sourced parcels (anchored run),0.49347601932256,-0.0282656768104942,-0.0386652793568831,-0.0386652793568831,0.49347601932256,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,20,2,2718000,0.581393707706342,6.42891776868829,-0.0635537990196081,0,1,anchored,baseline,-0.0647,,,11365040150,,,,0.646093707706342,,,1756082.69754584,919,3089583050,0.271849725933436,panel matched AV / report total AV,,TRUE,Commercial area,Com 20,area report,Model-sourced parcels (anchored run),0.581393707706342,0.00443847515954143,-0.00624231843949497,-0.00624231843949497,0.581393707706342,FALSE,,TRUE,FALSE,TRUE
model_rows,com,geo,area,30,1,6655600,8.62647656710136,-0.3104,,0,1,anchored,baseline,-0.3104,,,12838322086,,,,8.93687656710136,,,59480275.6799998,636,5170504975,0.40273993286384,panel matched AV / report total AV,,TRUE,Commercial area,Com 30,area report,Model-sourced parcels (anchored run),8.62647656710136,-0.293539465829246,-0.300669511246743,-0.300669511246743,8.62647656710136,FALSE,,TRUE,FALSE,TRUE
model_rows,com,specialty,spec,100,5171,35824202254,-0.0728345903384363,-0.0835465502924208,-0.0650118384974415,0,1,anchored,baseline,-0.0575,-0.0605,-0.0565,99936970398,,,,-0.0153345903384363,-0.0230465502924208,-0.00851183849744152,-549349465.766377,5171,35824202254,0.358467963470673,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 100,countywide specialty report,Model-sourced parcels (anchored run),-0.0728345903384363,-0.0156375277472868,-0.0357763081886453,-0.0728345903384363,-0.0156375277472868,FALSE,,FALSE,FALSE,TRUE
model_rows,com,specialty,spec,250,90,2053499300,0.0137973506881655,0.00430000000000108,0.0974637343734341,0,1,anchored,baseline,0.0043,,,8724260000,,,,0.00949735068816545,,,19502802.9900023,90,2053499300,0.235378049255754,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 250,countywide specialty report,Model-sourced parcels (anchored run),0.0137973506881655,-0.00187145097504649,-0.00222907728923138,-0.00222907728923138,0.0137973506881655,FALSE,,FALSE,TRUE,TRUE
model_rows,com,specialty,spec_region,100|R1,4726,34069460694,-0.0733484227174182,-0.0827455799457579,-0.0664257596032928,0,1,anchored,baseline,-0.0836,,,,,"5,10,15,20,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,110,115,125,130,135,140,145,150,155,225,230,235,415,420",Central / North,0.0102515772825818,,,349265709.280426,4726,34069460694,,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 100 Central / North,specialty region (multi-city),Model-sourced parcels (anchored run),-0.0733484227174182,-0.0170517622878965,-0.0370910359757071,-0.0733484227174182,-0.0170517622878965,FALSE,100,FALSE,TRUE,TRUE
model_rows,com,specialty,spec_region,100|R2,444,1753799560,-0.062861074975638,-0.100900000000001,-0.0394769416570236,0,1,anchored,baseline,-0.1009,,,,,"160,165,170,175,185,195,200,205,215,220,240,245,250,255,270,285,290,295,300,305,310,315,320,325,330,440,460,465,475",South,0.038038925024362,,,66712649.9705991,444,1753799560,,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 100 South,specialty region (multi-city),Model-sourced parcels (anchored run),-0.062861074975638,0.0109468930753487,-0.0110691846413623,-0.062861074975638,0.0109468930753487,FALSE,100,FALSE,TRUE,TRUE
model_rows,com,specialty,spec,413,2,3925900,0.0807788405206458,0.00510000000000077,,0,1,anchored,baseline,0.0051,,,798729150,,,,0.0756788405206458,,,297107.560000003,51,184737900,0.231289793292257,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 413,countywide specialty report,Model-sourced parcels (anchored run),0.0807788405206458,0.00323705235676952,0.00275584618349378,0.00275584618349378,0.0807788405206458,FALSE,,TRUE,FALSE,TRUE
model_rows,com,specialty,spec,800,3,16171700,-0.017420422713754,-0.122900000000001,,0,1,anchored,baseline,-0.1229,,,6583234800,,,,0.105479577286246,,,1705784.07999998,65,2871130400,0.43612760097817,panel matched AV / report total AV,,FALSE,Commercial specialty,Spec 800,countywide specialty report,Model-sourced parcels (anchored run),-0.017420422713754,0.067827265374905,0.0446179079292748,-0.017420422713754,0.067827265374905,FALSE,,TRUE,FALSE,TRUE
